Actual_AQI,Predicted_AQI,Predicted_Bucket
350.0,368.68784,Very Poor
246.0,310.16132,Very Poor
340.0,333.95517,Very Poor
343.0,380.4607,Very Poor
39.0,56.137135,Satisfactory
207.0,313.6288,Very Poor
205.0,252.13449,Poor
132.0,89.159706,Satisfactory
44.0,42.71408,Good
86.0,97.25289,Satisfactory
132.0,132.52385,Moderate
111.0,100.98012,Moderate
132.0,129.22763,Moderate
132.0,132.52385,Moderate
110.0,115.01548,Moderate
374.0,386.7552,Very Poor
77.0,62.779324,Satisfactory
309.0,272.11127,Poor
69.0,79.545784,Satisfactory
114.0,129.9366,Moderate
267.0,213.11491,Poor
348.0,191.97498,Moderate
124.0,91.769226,Satisfactory
111.0,126.23496,Moderate
306.0,324.09122,Very Poor
132.0,132.52385,Moderate
185.0,194.41922,Moderate
84.0,88.66153,Satisfactory
225.0,194.28636,Moderate
242.0,270.985,Poor
157.0,142.11833,Moderate
38.0,43.499847,Good
124.0,129.90514,Moderate
132.0,110.12904,Moderate
115.0,115.38809,Moderate
132.0,132.52385,Moderate
196.0,196.1186,Moderate
318.0,317.45816,Very Poor
169.0,160.1649,Moderate
32.0,35.450645,Good
694.0,565.65894,Severe
348.0,343.61914,Very Poor
133.0,118.39188,Moderate
145.0,144.83466,Moderate
132.0,136.5807,Moderate
90.0,93.16106,Satisfactory
132.0,132.28008,Moderate
242.0,357.01944,Very Poor
62.0,58.945335,Satisfactory
116.0,99.67451,Satisfactory
238.0,212.00792,Poor
201.0,164.14473,Moderate
132.0,118.242615,Moderate
69.0,70.04374,Satisfactory
102.0,82.72273,Satisfactory
118.0,109.98259,Moderate
121.0,129.70204,Moderate
362.0,371.2546,Very Poor
153.0,165.0368,Moderate
132.0,132.28008,Moderate
49.0,54.9934,Satisfactory
132.0,132.28008,Moderate
62.0,66.447845,Satisfactory
112.0,129.1177,Moderate
134.0,110.33107,Moderate
133.0,84.34609,Satisfactory
430.0,508.21756,Severe
126.0,115.5459,Moderate
84.0,115.79152,Moderate
132.0,138.11299,Moderate
27.0,32.390484,Good
367.0,327.2678,Very Poor
132.0,132.28008,Moderate
82.0,92.83035,Satisfactory
132.0,131.59637,Moderate
62.0,51.402927,Satisfactory
132.0,130.70055,Moderate
88.0,101.3868,Moderate
92.0,95.910446,Satisfactory
108.0,106.62615,Moderate
132.0,134.78957,Moderate
164.0,170.20612,Moderate
121.0,104.155304,Moderate
22.0,35.287838,Good
132.0,132.52385,Moderate
192.0,204.79968,Poor
315.0,327.09753,Very Poor
188.0,247.92554,Poor
493.0,536.25494,Severe
106.0,97.5909,Satisfactory
535.0,411.82587,Severe
107.0,110.04346,Moderate
132.0,132.28008,Moderate
127.0,130.78807,Moderate
244.0,217.51414,Poor
162.0,232.51706,Poor
71.0,71.68998,Satisfactory
82.0,101.85412,Moderate
577.0,423.4789,Severe
132.0,132.38228,Moderate
626.0,608.4939,Severe
63.0,68.6553,Satisfactory
121.0,87.59442,Satisfactory
314.0,310.9743,Very Poor
72.0,93.75899,Satisfactory
154.0,221.21405,Poor
255.0,240.35545,Poor
296.0,297.32056,Poor
132.0,109.784096,Moderate
203.0,171.16888,Moderate
136.0,126.82306,Moderate
512.0,499.46994,Severe
161.0,187.36517,Moderate
344.0,284.1901,Poor
76.0,73.43231,Satisfactory
50.0,72.81037,Satisfactory
80.0,64.917564,Satisfactory
132.0,129.36244,Moderate
132.0,132.52385,Moderate
126.0,133.58931,Moderate
138.0,149.39572,Moderate
212.0,201.21806,Poor
136.0,152.9104,Moderate
217.0,250.74849,Poor
289.0,324.9322,Very Poor
126.0,89.63236,Satisfactory
410.0,406.75366,Severe
273.0,224.22913,Poor
119.0,120.52385,Moderate
52.0,52.968784,Satisfactory
89.0,94.55003,Satisfactory
165.0,162.44572,Moderate
184.0,199.83316,Moderate
297.0,335.05457,Very Poor
56.0,58.46456,Satisfactory
325.0,353.43283,Very Poor
296.0,265.91058,Poor
138.0,211.41588,Poor
64.0,77.21054,Satisfactory
132.0,130.11382,Moderate
174.0,140.71898,Moderate
106.0,79.18925,Satisfactory
275.0,214.47707,Poor
284.0,399.05536,Very Poor
292.0,175.17628,Moderate
364.0,346.9263,Very Poor
176.0,89.1103,Satisfactory
132.0,132.52385,Moderate
351.0,343.47366,Very Poor
48.0,57.268913,Satisfactory
44.0,49.2779,Good
35.0,36.764297,Good
110.0,127.37988,Moderate
112.0,115.385216,Moderate
381.0,388.21487,Very Poor
115.0,81.08308,Satisfactory
132.0,132.57784,Moderate
213.0,215.24628,Poor
108.0,109.153145,Moderate
375.0,395.1627,Very Poor
56.0,68.90106,Satisfactory
67.0,68.46122,Satisfactory
130.0,113.816246,Moderate
60.0,55.559612,Satisfactory
92.0,88.85244,Satisfactory
91.0,94.36027,Satisfactory
76.0,72.60308,Satisfactory
92.0,76.62435,Satisfactory
149.0,149.65651,Moderate
172.0,147.44183,Moderate
462.0,434.9103,Severe
71.0,74.871635,Satisfactory
203.0,246.60129,Poor
129.0,96.69553,Satisfactory
320.0,310.5798,Very Poor
130.0,120.29663,Moderate
132.0,132.52385,Moderate
230.0,263.18365,Poor
132.0,132.52385,Moderate
135.0,123.00535,Moderate
424.0,393.38083,Very Poor
132.0,132.52385,Moderate
138.0,141.66487,Moderate
589.0,648.7632,Severe
111.0,127.63844,Moderate
132.0,132.52385,Moderate
132.0,132.52385,Moderate
137.0,149.12836,Moderate
50.0,132.52385,Moderate
257.0,216.9238,Poor
66.0,62.45987,Satisfactory
77.0,86.15269,Satisfactory
469.0,458.6509,Severe
132.0,125.5097,Moderate
103.0,109.32236,Moderate
112.0,89.39715,Satisfactory
78.0,73.82691,Satisfactory
117.0,123.520744,Moderate
85.0,76.79311,Satisfactory
119.0,131.69746,Moderate
49.0,53.039036,Satisfactory
132.0,126.65979,Moderate
132.0,131.47704,Moderate
56.0,58.335102,Satisfactory
113.0,119.372,Moderate
105.0,119.41908,Moderate
126.0,134.80377,Moderate
44.0,41.62767,Good
418.0,375.82568,Very Poor
116.0,130.67506,Moderate
225.0,209.01218,Poor
205.0,178.6418,Moderate
361.0,334.16464,Very Poor
293.0,209.31116,Poor
132.0,130.70055,Moderate
161.0,158.61433,Moderate
63.0,56.38267,Satisfactory
241.0,260.40552,Poor
132.0,133.4534,Moderate
214.0,233.35283,Poor
134.0,152.06166,Moderate
103.0,104.35545,Moderate
129.0,125.06088,Moderate
39.0,49.20287,Good
101.0,69.19603,Satisfactory
94.0,88.818085,Satisfactory
338.0,346.47095,Very Poor
143.0,164.93832,Moderate
84.0,109.421165,Moderate
132.0,131.43152,Moderate
323.0,319.9636,Very Poor
68.0,63.72331,Satisfactory
132.0,133.29953,Moderate
199.0,145.19112,Moderate
75.0,70.891975,Satisfactory
147.0,154.3307,Moderate
132.0,132.52385,Moderate
132.0,132.52385,Moderate
56.0,63.42234,Satisfactory
75.0,94.064644,Satisfactory
194.0,195.8085,Moderate
81.0,69.19512,Satisfactory
275.0,236.98065,Poor
138.0,138.94945,Moderate
30.0,40.072105,Good
441.0,405.94846,Severe
102.0,103.21111,Moderate
96.0,91.64977,Satisfactory
176.0,180.69495,Moderate
55.0,65.33437,Satisfactory
67.0,63.66338,Satisfactory
104.0,102.01723,Moderate
72.0,87.83512,Satisfactory
132.0,134.37587,Moderate
96.0,85.78369,Satisfactory
24.0,47.79203,Good
367.0,401.03094,Severe
71.0,92.470795,Satisfactory
138.0,132.71074,Moderate
132.0,131.43152,Moderate
207.0,159.34824,Moderate
96.0,103.31081,Moderate
304.0,286.9795,Poor
167.0,169.92554,Moderate
107.0,104.224396,Moderate
375.0,409.72144,Severe
132.0,132.52385,Moderate
132.0,127.35498,Moderate
98.0,100.36737,Moderate
99.0,272.13712,Poor
132.0,39.31817,Good
251.0,203.53238,Poor
104.0,101.51794,Moderate
132.0,132.52385,Moderate
155.0,122.61838,Moderate
127.0,129.32213,Moderate
133.0,121.98222,Moderate
132.0,129.74794,Moderate
53.0,67.8065,Satisfactory
143.0,160.28033,Moderate
104.0,65.897934,Satisfactory
151.0,157.95695,Moderate
50.0,48.506187,Good
88.0,98.32085,Satisfactory
132.0,130.09798,Moderate
41.0,61.56438,Satisfactory
132.0,132.52385,Moderate
259.0,177.52153,Moderate
87.0,108.10223,Moderate
56.0,70.717415,Satisfactory
364.0,371.8662,Very Poor
56.0,63.65122,Satisfactory
102.0,86.694954,Satisfactory
389.0,385.2252,Very Poor
91.0,90.19612,Satisfactory
132.0,131.43152,Moderate
95.0,108.46808,Moderate
132.0,138.05765,Moderate
174.0,175.71297,Moderate
132.0,131.43152,Moderate
30.0,39.895763,Good
202.0,211.14726,Poor
222.0,270.94977,Poor
132.0,132.24051,Moderate
132.0,132.52385,Moderate
148.0,174.44476,Moderate
124.0,106.502304,Moderate
132.0,132.28008,Moderate
233.0,271.8374,Poor
113.0,127.11839,Moderate
297.0,291.0895,Poor
426.0,402.0731,Severe
106.0,114.80077,Moderate
145.0,140.60548,Moderate
67.0,69.20005,Satisfactory
100.0,114.82915,Moderate
267.0,253.36153,Poor
59.0,80.35196,Satisfactory
58.0,55.638508,Satisfactory
353.0,312.3087,Very Poor
90.0,105.057144,Moderate
88.0,87.9558,Satisfactory
160.0,124.98248,Moderate
132.0,131.50368,Moderate
190.0,175.30856,Moderate
340.0,351.03683,Very Poor
295.0,282.5498,Poor
108.0,98.573685,Satisfactory
531.0,362.31583,Very Poor
91.0,101.62505,Moderate
162.0,188.06482,Moderate
59.0,78.2737,Satisfactory
43.0,63.268433,Satisfactory
285.0,226.3236,Poor
492.0,517.5736,Severe
134.0,126.31246,Moderate
247.0,215.78441,Poor
132.0,132.52385,Moderate
329.0,318.6095,Very Poor
132.0,132.52385,Moderate
508.0,575.86084,Severe
141.0,159.40945,Moderate
241.0,212.76733,Poor
82.0,120.72148,Moderate
153.0,253.7291,Poor
124.0,117.72198,Moderate
84.0,101.41513,Moderate
218.0,206.33243,Poor
335.0,332.28766,Very Poor
138.0,129.8729,Moderate
314.0,309.46075,Very Poor
388.0,408.45248,Severe
132.0,131.43152,Moderate
91.0,83.735634,Satisfactory
190.0,152.49327,Moderate
132.0,132.28008,Moderate
148.0,139.75656,Moderate
59.0,62.297165,Satisfactory
194.0,168.36382,Moderate
324.0,317.98944,Very Poor
36.0,59.75447,Satisfactory
132.0,132.28008,Moderate
336.0,326.45377,Very Poor
132.0,316.1179,Very Poor
126.0,92.13668,Satisfactory
132.0,131.43152,Moderate
685.0,622.9237,Severe
132.0,132.98277,Moderate
267.0,137.74046,Moderate
70.0,85.33781,Satisfactory
199.0,186.20721,Moderate
103.0,113.24136,Moderate
110.0,158.3603,Moderate
88.0,84.33881,Satisfactory
109.0,119.871735,Moderate
136.0,133.96886,Moderate
132.0,132.52385,Moderate
58.0,53.60144,Satisfactory
128.0,155.33269,Moderate
582.0,551.818,Severe
303.0,286.75565,Poor
41.0,54.748875,Satisfactory
43.0,58.0494,Satisfactory
77.0,83.13998,Satisfactory
102.0,103.30279,Moderate
132.0,130.072,Moderate
248.0,121.8576,Moderate
52.0,53.282295,Satisfactory
80.0,92.46439,Satisfactory
132.0,131.43152,Moderate
136.0,145.35266,Moderate
119.0,119.29815,Moderate
132.0,81.70591,Satisfactory
335.0,313.15765,Very Poor
172.0,160.93175,Moderate
106.0,126.48659,Moderate
324.0,331.58307,Very Poor
189.0,197.22205,Moderate
93.0,105.79987,Moderate
97.0,113.63194,Moderate
87.0,73.47394,Satisfactory
132.0,132.38228,Moderate
199.0,232.3605,Poor
80.0,85.26355,Satisfactory
323.0,331.65814,Very Poor
97.0,121.171234,Moderate
394.0,421.60022,Severe
322.0,300.2802,Very Poor
59.0,46.462036,Good
105.0,115.86722,Moderate
158.0,159.90202,Moderate
132.0,132.52385,Moderate
64.0,55.734543,Satisfactory
269.0,294.84677,Poor
118.0,131.77403,Moderate
355.0,326.25803,Very Poor
315.0,271.636,Poor
346.0,348.2037,Very Poor
84.0,78.34275,Satisfactory
321.0,317.9159,Very Poor
132.0,132.52385,Moderate
135.0,134.61755,Moderate
100.0,107.54006,Moderate
132.0,131.43152,Moderate
102.0,115.70136,Moderate
73.0,81.784035,Satisfactory
138.0,138.1535,Moderate
281.0,294.37753,Poor
101.0,84.5964,Satisfactory
132.0,121.57467,Moderate
69.0,91.65512,Satisfactory
91.0,110.4417,Moderate
107.0,128.91113,Moderate
155.0,173.9981,Moderate
41.0,54.470974,Satisfactory
160.0,151.40991,Moderate
363.0,364.15247,Very Poor
369.0,341.53546,Very Poor
113.0,126.655655,Moderate
240.0,239.16837,Poor
132.0,132.24051,Moderate
88.0,83.20782,Satisfactory
80.0,106.880905,Moderate
134.0,96.91952,Satisfactory
29.0,37.817444,Good
132.0,130.43683,Moderate
132.0,132.52385,Moderate
112.0,109.16263,Moderate
25.0,39.72232,Good
132.0,94.424515,Satisfactory
274.0,293.89316,Poor
132.0,132.52385,Moderate
421.0,394.41635,Very Poor
137.0,162.063,Moderate
129.0,115.07128,Moderate
45.0,43.585003,Good
132.0,132.52385,Moderate
434.0,341.13055,Very Poor
105.0,105.23702,Moderate
51.0,51.945065,Satisfactory
322.0,318.1127,Very Poor
132.0,132.52385,Moderate
102.0,113.00505,Moderate
92.0,85.07448,Satisfactory
182.0,134.86131,Moderate
257.0,174.45844,Moderate
338.0,291.4521,Poor
56.0,64.012436,Satisfactory
27.0,52.892857,Satisfactory
403.0,323.82288,Very Poor
70.0,79.83911,Satisfactory
132.0,132.52385,Moderate
435.0,556.67426,Severe
132.0,132.28008,Moderate
132.0,138.20963,Moderate
165.0,138.18008,Moderate
132.0,132.52385,Moderate
72.0,72.61356,Satisfactory
132.0,124.3126,Moderate
186.0,142.27231,Moderate
67.0,83.31855,Satisfactory
166.0,117.970055,Moderate
132.0,132.52385,Moderate
132.0,300.26077,Very Poor
132.0,132.24051,Moderate
135.0,131.55472,Moderate
57.0,60.540405,Satisfactory
260.0,284.8836,Poor
132.0,132.52385,Moderate
526.0,595.5431,Severe
253.0,243.82277,Poor
389.0,359.42313,Very Poor
187.0,225.6222,Poor
132.0,132.24051,Moderate
269.0,206.62447,Poor
132.0,124.54971,Moderate
281.0,267.50958,Poor
427.0,417.45868,Severe
151.0,179.00087,Moderate
103.0,110.24461,Moderate
303.0,284.8681,Poor
83.0,95.34933,Satisfactory
91.0,91.97493,Satisfactory
76.0,75.4313,Satisfactory
132.0,132.28008,Moderate
325.0,274.95975,Poor
348.0,355.5979,Very Poor
916.0,602.52234,Severe
82.0,77.93087,Satisfactory
474.0,437.3738,Severe
256.0,285.79388,Poor
134.0,168.48021,Moderate
46.0,59.225384,Satisfactory
74.0,98.28063,Satisfactory
331.0,322.3131,Very Poor
137.0,105.00841,Moderate
36.0,47.37801,Good
92.0,100.11822,Moderate
80.0,89.506714,Satisfactory
127.0,212.51973,Poor
109.0,112.876595,Moderate
178.0,81.607414,Satisfactory
119.0,115.43392,Moderate
313.0,296.42203,Poor
191.0,175.49345,Moderate
174.0,176.9862,Moderate
465.0,425.37738,Severe
256.0,232.20859,Poor
122.0,107.35493,Moderate
318.0,259.05283,Poor
40.0,58.934017,Satisfactory
322.0,295.0796,Poor
366.0,376.35483,Very Poor
91.0,92.94872,Satisfactory
132.0,132.52385,Moderate
331.0,352.26514,Very Poor
56.0,59.46968,Satisfactory
93.0,100.33242,Moderate
90.0,94.75415,Satisfactory
431.0,395.2728,Very Poor
56.0,70.65686,Satisfactory
132.0,131.43152,Moderate
132.0,356.26718,Very Poor
98.0,87.58751,Satisfactory
286.0,430.188,Severe
508.0,467.0672,Severe
132.0,140.31575,Moderate
136.0,102.59434,Moderate
47.0,56.410706,Satisfactory
99.0,104.76335,Moderate
132.0,132.52385,Moderate
132.0,132.52385,Moderate
124.0,135.31631,Moderate
132.0,61.88959,Satisfactory
86.0,94.296684,Satisfactory
258.0,250.9563,Poor
145.0,134.4507,Moderate
385.0,377.7592,Very Poor
346.0,311.59732,Very Poor
132.0,126.2422,Moderate
123.0,157.3099,Moderate
132.0,132.38228,Moderate
226.0,225.51155,Poor
116.0,119.62657,Moderate
139.0,127.122536,Moderate
102.0,120.47075,Moderate
123.0,92.44887,Satisfactory
138.0,146.1566,Moderate
85.0,77.87482,Satisfactory
80.0,97.94046,Satisfactory
83.0,102.8368,Moderate
131.0,140.12561,Moderate
260.0,245.87561,Poor
132.0,131.43152,Moderate
60.0,64.362114,Satisfactory
56.0,55.58493,Satisfactory
289.0,272.0259,Poor
61.0,82.41788,Satisfactory
109.0,114.55525,Moderate
433.0,459.40903,Severe
132.0,132.52385,Moderate
122.0,103.42555,Moderate
132.0,132.28008,Moderate
132.0,132.24051,Moderate
132.0,129.89926,Moderate
261.0,200.23203,Poor
109.0,110.08056,Moderate
273.0,260.43533,Poor
140.0,142.38933,Moderate
44.0,63.05361,Satisfactory
192.0,181.39114,Moderate
132.0,109.841446,Moderate
134.0,112.40018,Moderate
132.0,132.52385,Moderate
132.0,70.233406,Satisfactory
159.0,217.4496,Poor
94.0,103.73441,Moderate
701.0,669.38434,Severe
124.0,109.59194,Moderate
318.0,261.1943,Poor
132.0,131.18364,Moderate
34.0,43.48452,Good
50.0,59.2586,Satisfactory
132.0,131.47704,Moderate
201.0,204.87292,Poor
99.0,104.85874,Moderate
74.0,66.44446,Satisfactory
149.0,169.68022,Moderate
120.0,125.26838,Moderate
132.0,131.47704,Moderate
315.0,297.40274,Poor
119.0,103.71139,Moderate
376.0,356.07468,Very Poor
229.0,226.69583,Poor
80.0,68.01114,Satisfactory
122.0,92.22562,Satisfactory
28.0,36.790943,Good
189.0,191.49673,Moderate
132.0,213.81664,Poor
336.0,315.3642,Very Poor
132.0,392.09497,Very Poor
103.0,98.49545,Satisfactory
348.0,332.5683,Very Poor
132.0,132.52385,Moderate
132.0,174.21996,Moderate
61.0,94.75776,Satisfactory
68.0,95.6886,Satisfactory
226.0,206.77428,Poor
52.0,62.425343,Satisfactory
132.0,178.37154,Moderate
89.0,88.621895,Satisfactory
510.0,509.28754,Severe
114.0,110.671074,Moderate
350.0,313.78915,Very Poor
142.0,113.496124,Moderate
84.0,79.04071,Satisfactory
91.0,87.25951,Satisfactory
107.0,112.38321,Moderate
132.0,130.89932,Moderate
35.0,43.625412,Good
201.0,179.59395,Moderate
127.0,110.83962,Moderate
98.0,92.24487,Satisfactory
41.0,62.980026,Satisfactory
428.0,411.4211,Severe
110.0,120.22581,Moderate
49.0,55.3317,Satisfactory
99.0,116.5664,Moderate
84.0,96.089516,Satisfactory
132.0,132.28008,Moderate
96.0,105.54684,Moderate
73.0,93.87332,Satisfactory
345.0,369.2971,Very Poor
222.0,208.48158,Poor
254.0,219.88885,Poor
361.0,385.9112,Very Poor
192.0,169.45111,Moderate
157.0,152.08302,Moderate
91.0,92.179184,Satisfactory
230.0,217.89038,Poor
123.0,132.54388,Moderate
427.0,401.87238,Severe
101.0,113.49619,Moderate
47.0,82.199326,Satisfactory
337.0,334.74405,Very Poor
82.0,103.32293,Moderate
132.0,128.13307,Moderate
132.0,132.28008,Moderate
132.0,132.52385,Moderate
198.0,222.67998,Poor
329.0,231.78023,Poor
304.0,276.21274,Poor
658.0,509.0504,Severe
132.0,132.28008,Moderate
86.0,92.48226,Satisfactory
55.0,51.33839,Satisfactory
159.0,174.09521,Moderate
14.0,64.07745,Satisfactory
132.0,108.37008,Moderate
19.0,81.61671,Satisfactory
60.0,54.700455,Satisfactory
85.0,83.36441,Satisfactory
135.0,123.52821,Moderate
132.0,132.52385,Moderate
124.0,131.20369,Moderate
132.0,131.69237,Moderate
38.0,39.766453,Good
375.0,404.20102,Severe
99.0,105.7867,Moderate
370.0,402.38187,Severe
161.0,157.04535,Moderate
43.0,46.142723,Good
88.0,118.78436,Moderate
132.0,72.21017,Satisfactory
102.0,106.52656,Moderate
97.0,117.129326,Moderate
482.0,447.3649,Severe
110.0,113.40791,Moderate
132.0,131.47704,Moderate
132.0,132.52385,Moderate
38.0,39.339005,Good
170.0,187.33296,Moderate
88.0,87.775734,Satisfactory
92.0,103.70659,Moderate
132.0,132.38228,Moderate
124.0,114.78788,Moderate
104.0,98.14833,Satisfactory
132.0,128.82997,Moderate
101.0,97.537094,Satisfactory
132.0,130.48235,Moderate
94.0,113.55745,Moderate
52.0,39.705524,Good
174.0,199.44247,Moderate
76.0,76.17599,Satisfactory
186.0,128.85582,Moderate
229.0,227.82317,Poor
170.0,176.00256,Moderate
132.0,132.52385,Moderate
228.0,250.44043,Poor
77.0,79.14388,Satisfactory
136.0,144.82217,Moderate
75.0,87.69745,Satisfactory
132.0,126.38435,Moderate
78.0,90.71047,Satisfactory
89.0,107.22706,Moderate
133.0,124.55347,Moderate
194.0,158.46507,Moderate
132.0,131.74034,Moderate
132.0,126.49001,Moderate
137.0,150.04749,Moderate
128.0,131.09763,Moderate
212.0,227.53137,Poor
129.0,121.3769,Moderate
175.0,154.08116,Moderate
81.0,102.46326,Moderate
530.0,445.83322,Severe
89.0,94.441025,Satisfactory
89.0,96.332,Satisfactory
45.0,51.318985,Satisfactory
98.0,108.23635,Moderate
97.0,97.73499,Satisfactory
81.0,109.4331,Moderate
195.0,196.22893,Moderate
67.0,68.82354,Satisfactory
112.0,109.60644,Moderate
392.0,381.54895,Very Poor
263.0,204.53143,Poor
27.0,36.20429,Good
172.0,124.23798,Moderate
91.0,68.3903,Satisfactory
43.0,48.064648,Good
132.0,131.50368,Moderate
288.0,224.4309,Poor
689.0,492.91513,Severe
74.0,84.133896,Satisfactory
419.0,502.89395,Severe
378.0,291.69385,Poor
250.0,231.9432,Poor
89.0,55.756145,Satisfactory
32.0,36.219902,Good
132.0,132.52385,Moderate
167.0,154.26926,Moderate
115.0,124.475815,Moderate
194.0,148.83035,Moderate
422.0,427.41168,Severe
132.0,130.70055,Moderate
146.0,137.82747,Moderate
132.0,132.52385,Moderate
94.0,97.36226,Satisfactory
412.0,404.16592,Severe
338.0,361.15033,Very Poor
129.0,134.9099,Moderate
322.0,313.87585,Very Poor
99.0,114.69068,Moderate
147.0,137.94179,Moderate
509.0,358.2162,Very Poor
132.0,124.90855,Moderate
109.0,107.87632,Moderate
312.0,304.97025,Very Poor
132.0,131.35977,Moderate
132.0,134.56096,Moderate
109.0,119.59764,Moderate
120.0,132.72214,Moderate
107.0,108.1914,Moderate
132.0,110.2199,Moderate
98.0,93.01165,Satisfactory
132.0,134.69786,Moderate
49.0,45.345135,Good
61.0,84.60041,Satisfactory
61.0,64.86899,Satisfactory
132.0,132.38228,Moderate
362.0,350.04767,Very Poor
132.0,132.38228,Moderate
100.0,100.75108,Moderate
588.0,699.1917,Severe
284.0,152.36415,Moderate
113.0,118.274826,Moderate
72.0,74.41147,Satisfactory
132.0,130.92348,Moderate
97.0,124.956085,Moderate
72.0,83.916534,Satisfactory
33.0,132.52385,Moderate
85.0,103.12211,Moderate
161.0,143.44804,Moderate
132.0,132.38228,Moderate
136.0,137.80913,Moderate
233.0,257.27042,Poor
137.0,135.98601,Moderate
85.0,118.87244,Moderate
108.0,109.07545,Moderate
327.0,345.11914,Very Poor
122.0,129.06204,Moderate
51.0,55.787106,Satisfactory
132.0,132.38228,Moderate
53.0,58.16053,Satisfactory
175.0,177.98146,Moderate
132.0,132.52385,Moderate
171.0,196.0796,Moderate
170.0,177.72255,Moderate
132.0,132.52385,Moderate
399.0,394.34802,Very Poor
132.0,132.52385,Moderate
132.0,131.43152,Moderate
132.0,245.93484,Poor
132.0,132.52385,Moderate
246.0,119.16465,Moderate
93.0,108.16309,Moderate
141.0,146.17259,Moderate
132.0,132.52385,Moderate
77.0,69.58851,Satisfactory
132.0,132.52385,Moderate
242.0,268.54755,Poor
101.0,100.96337,Moderate
56.0,76.758705,Satisfactory
122.0,134.9045,Moderate
98.0,98.883934,Satisfactory
132.0,131.43152,Moderate
263.0,277.96262,Poor
390.0,377.14502,Very Poor
132.0,93.79511,Satisfactory
168.0,121.27755,Moderate
186.0,184.12276,Moderate
84.0,93.94695,Satisfactory
109.0,97.79857,Satisfactory
336.0,334.213,Very Poor
333.0,331.77032,Very Poor
142.0,136.37877,Moderate
132.0,126.58698,Moderate
132.0,132.52385,Moderate
132.0,132.52385,Moderate
114.0,132.15633,Moderate
116.0,138.64212,Moderate
181.0,191.67416,Moderate
52.0,50.345337,Satisfactory
98.0,92.24853,Satisfactory
418.0,474.5254,Severe
132.0,131.47704,Moderate
171.0,181.9474,Moderate
72.0,78.872406,Satisfactory
252.0,271.86966,Poor
103.0,96.59196,Satisfactory
34.0,33.51413,Good
211.0,208.73958,Poor
293.0,268.74655,Poor
580.0,451.58148,Severe
112.0,123.342384,Moderate
107.0,116.01455,Moderate
132.0,132.52385,Moderate
298.0,285.52667,Poor
65.0,72.80449,Satisfactory
394.0,359.33875,Very Poor
135.0,70.031845,Satisfactory
91.0,84.35974,Satisfactory
315.0,245.9901,Poor
105.0,127.94845,Moderate
78.0,116.74815,Moderate
84.0,74.017654,Satisfactory
132.0,132.28008,Moderate
70.0,78.06143,Satisfactory
85.0,86.961136,Satisfactory
94.0,88.18489,Satisfactory
132.0,195.6508,Moderate
313.0,280.92224,Poor
132.0,132.28008,Moderate
403.0,425.8426,Severe
132.0,132.52385,Moderate
67.0,87.05531,Satisfactory
270.0,199.79916,Moderate
132.0,305.563,Very Poor
62.0,80.07544,Satisfactory
132.0,132.52385,Moderate
91.0,113.80875,Moderate
132.0,132.28008,Moderate
124.0,145.21225,Moderate
132.0,146.71721,Moderate
191.0,234.88834,Poor
308.0,312.83688,Very Poor
36.0,178.59639,Moderate
132.0,118.994064,Moderate
132.0,132.52385,Moderate
345.0,369.77405,Very Poor
132.0,132.28008,Moderate
50.0,64.97567,Satisfactory
121.0,139.59668,Moderate
77.0,75.80671,Satisfactory
50.0,66.24446,Satisfactory
132.0,130.92348,Moderate
152.0,158.76231,Moderate
321.0,355.2491,Very Poor
132.0,312.80182,Very Poor
64.0,73.125084,Satisfactory
136.0,146.25671,Moderate
66.0,80.00397,Satisfactory
132.0,132.52385,Moderate
118.0,107.571144,Moderate
259.0,299.11044,Poor
353.0,351.43106,Very Poor
132.0,132.52385,Moderate
215.0,239.8492,Poor
120.0,103.28326,Moderate
84.0,91.98552,Satisfactory
88.0,106.93807,Moderate
114.0,125.260345,Moderate
438.0,403.51425,Severe
195.0,236.94698,Poor
76.0,68.236626,Satisfactory
83.0,70.7328,Satisfactory
132.0,132.06023,Moderate
42.0,49.808445,Good
45.0,55.485786,Satisfactory
315.0,427.9504,Severe
346.0,344.1702,Very Poor
266.0,256.2944,Poor
403.0,403.97174,Severe
447.0,426.9499,Severe
71.0,75.59184,Satisfactory
96.0,86.77612,Satisfactory
120.0,132.72322,Moderate
132.0,132.52385,Moderate
100.0,102.97914,Moderate
47.0,55.980873,Satisfactory
84.0,99.66889,Satisfactory
76.0,76.21998,Satisfactory
132.0,115.99812,Moderate
244.0,281.04642,Poor
71.0,82.75265,Satisfactory
132.0,132.52385,Moderate
44.0,53.242744,Satisfactory
247.0,250.334,Poor
66.0,52.928593,Satisfactory
257.0,133.36781,Moderate
378.0,351.0943,Very Poor
48.0,59.3981,Satisfactory
132.0,127.736755,Moderate
132.0,118.11502,Moderate
59.0,64.383896,Satisfactory
132.0,132.52385,Moderate
121.0,136.88335,Moderate
397.0,358.16522,Very Poor
111.0,97.56294,Satisfactory
103.0,107.1056,Moderate
340.0,336.32498,Very Poor
341.0,315.27072,Very Poor
120.0,118.643654,Moderate
303.0,310.5235,Very Poor
132.0,132.52385,Moderate
115.0,101.86607,Moderate
225.0,271.334,Poor
132.0,132.52385,Moderate
61.0,81.97138,Satisfactory
52.0,51.13873,Satisfactory
350.0,355.49875,Very Poor
60.0,61.62591,Satisfactory
198.0,125.076904,Moderate
299.0,314.02344,Very Poor
